# BUSCO version is: 4.0.2 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2019-11-20, number of species: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length
26at5125	Complete	tr|A0A0B4GGM9|A0A0B4GGM9_METBS	7999.2	3796	https://www.orthodb.org/v10?query=26at5125	Dynein heavy chain
30at5125	Complete	tr|A0A0B4GBN2|A0A0B4GBN2_METBS	6999.8	4082	https://www.orthodb.org/v10?query=30at5125	Midasin
49at5125	Complete	tr|A0A0B4H0E8|A0A0B4H0E8_METBS	6565.1	3241	https://www.orthodb.org/v10?query=49at5125	histone acetylase complex subunit
52at5125	Complete	tr|A0A0B4G5D4|A0A0B4G5D4_METBS	5244.1	3143	https://www.orthodb.org/v10?query=52at5125	E3 ubiquitin ligase, domain of unknown function DUF908
78at5125	Complete	tr|A0A0B4GD21|A0A0B4GD21_METBS	5309.0	2702	https://www.orthodb.org/v10?query=78at5125	Vacuolar protein sorting-associated protein
87at5125	Complete	tr|A0A0B4GE40|A0A0B4GE40_METBS	4391.3	2564	https://www.orthodb.org/v10?query=87at5125	fermentation associated protein
102at5125	Complete	tr|A0A0B4FXN7|A0A0B4FXN7_METBS	4167.4	2262	https://www.orthodb.org/v10?query=102at5125	FMP27, SW domain
133at5125	Complete	tr|A0A0B4FXR3|A0A0B4FXR3_METBS	4433.2	2023	https://www.orthodb.org/v10?query=133at5125	Pre-mRNA processing splicing factor 8
141at5125	Complete	tr|A0A0B4G6Z0|A0A0B4G6Z0_METBS	4310.0	2088	https://www.orthodb.org/v10?query=141at5125	FKBP12-rapamycin binding domain
142at5125	Complete	tr|A0A0B4FI57|A0A0B4FI57_METBS	4073.4	2133	https://www.orthodb.org/v10?query=142at5125	WD40-repeat-containing domain
154at5125	Complete	tr|A0A0B4GZL6|A0A0B4GZL6_METBS	4154.1	2452	https://www.orthodb.org/v10?query=154at5125	Serine/threonine-protein kinase Tel1
155at5125	Complete	tr|A0A0B4GFD3|A0A0B4GFD3_METBS	4056.9	2249	https://www.orthodb.org/v10?query=155at5125	Ribosomal protein L19
168at5125	Complete	tr|A0A0B4G208|A0A0B4G208_METBS	3513.3	1995	https://www.orthodb.org/v10?query=168at5125	Ras GTPase activator
171at5125	Complete	tr|A0A0B4G9J1|A0A0B4G9J1_METBS	4049.3	2079	https://www.orthodb.org/v10?query=171at5125	transcriptional activator leucine zipper
178at5125	Complete	tr|A0A0B4GB75|A0A0B4GB75_METBS	3996.9	1989	https://www.orthodb.org/v10?query=178at5125	Acetyl-CoA carboxylase
194at5125	Complete	tr|A0A0B4G3J7|A0A0B4G3J7_METBS	3946.4	2240	https://www.orthodb.org/v10?query=194at5125	Armadillo-type fold protein
200at5125	Complete	tr|A0A0B4GIT1|A0A0B4GIT1_METBS	4140.9	1887	https://www.orthodb.org/v10?query=200at5125	Glutamate synthase
203at5125	Complete	tr|A0A0B4GDV9|A0A0B4GDV9_METBS	3909.0	1890	https://www.orthodb.org/v10?query=203at5125	fatty acid synthase beta subunit dehydratase
215at5125	Complete	tr|A0A0B4FWV8|A0A0B4FWV8_METBS	3914.7	1904	https://www.orthodb.org/v10?query=215at5125	DNA polymerase epsilon catalytic subunit
246at5125	Complete	tr|A0A0B4FMW1|A0A0B4FMW1_METBS	3382.6	1837	https://www.orthodb.org/v10?query=246at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
250at5125	Complete	tr|A0A0B4G663|A0A0B4G663_METBS	3656.9	1989	https://www.orthodb.org/v10?query=250at5125	myosin type II heavy chain
259at5125	Complete	tr|A0A0B4FSW3|A0A0B4FSW3_METBS	4019.3	1952	https://www.orthodb.org/v10?query=259at5125	pre-mRNA splicing helicase
270at5125	Complete	tr|A0A0B4GBR0|A0A0B4GBR0_METBS	3251.5	1712	https://www.orthodb.org/v10?query=270at5125	E3 ubiquitin-protein ligase ubr1
281at5125	Complete	tr|A0A0B4G8S3|A0A0B4G8S3_METBS	3115.5	1888	https://www.orthodb.org/v10?query=281at5125	phosphatidylinositol-4-phosphate 5-kinase fab1
309at5125	Complete	tr|A0A0B4GC22|A0A0B4GC22_METBS	3552.1	1929	https://www.orthodb.org/v10?query=309at5125	Phosphatidylinositol 3-/4-kinase, catalytic domain
314at5125	Complete	tr|A0A0B4FXQ8|A0A0B4FXQ8_METBS	3444.0	1665	https://www.orthodb.org/v10?query=314at5125	Activating signal cointegrator 1 complex subunit 3
322at5125	Complete	tr|A0A0B4HHP2|A0A0B4HHP2_METBS	3653.3	1663	https://www.orthodb.org/v10?query=322at5125	Carbamoyl-phosphate synthase small subunit, N-terminal domain
323at5125	Complete	tr|A0A0B4FST7|A0A0B4FST7_METBS	2690.9	1381	https://www.orthodb.org/v10?query=323at5125	Adenylate cyclase
341at5125	Complete	tr|A0A0B4GE92|A0A0B4GE92_METBS	3355.4	1852	https://www.orthodb.org/v10?query=341at5125	CCR4-Not complex component, Not1
343at5125	Complete	tr|A0A0B4G5Q3|A0A0B4G5Q3_METBS	3404.4	1726	https://www.orthodb.org/v10?query=343at5125	proteasome activator subunit 4
351at5125	Complete	tr|A0A0B4GCA4|A0A0B4GCA4_METBS	3376.7	1778	https://www.orthodb.org/v10?query=351at5125	related to rat omega-conotoxin-sensitive calcium channel alpha-1 subunit rbB-I
353at5125	Complete	tr|A0A0B4HAQ5|A0A0B4HAQ5_METBS	3088.4	1649	https://www.orthodb.org/v10?query=353at5125	DHR-1 domain
380at5125	Complete	tr|A0A0B4GHN3|A0A0B4GHN3_METBS	3186.0	1698	https://www.orthodb.org/v10?query=380at5125	phosphatidylinositol 3-kinase 3
390at5125	Complete	tr|A0A0B4G5Z9|A0A0B4G5Z9_METBS	2564.9	1653	https://www.orthodb.org/v10?query=390at5125	Polyketide synthase
407at5125	Complete	tr|A0A0B4HMJ8|A0A0B4HMJ8_METBS	3464.3	1661	https://www.orthodb.org/v10?query=407at5125	Fatty acid synthase subunit alpha
420at5125	Complete	tr|A0A0B4FWD4|A0A0B4FWD4_METBS	3301.5	1712	https://www.orthodb.org/v10?query=420at5125	Calcium channel subunit Cch1
429at5125	Complete	tr|A0A0B4G814|A0A0B4G814_METBS	2788.0	1576	https://www.orthodb.org/v10?query=429at5125	anaphase-promoting complex subunit 1
434at5125	Complete	tr|A0A0B4GLQ9|A0A0B4GLQ9_METBS	3225.5	1570	https://www.orthodb.org/v10?query=434at5125	class V chitin synthase
446at5125	Complete	tr|A0A0B4GJQ4|A0A0B4GJQ4_METBS	3198.5	1597	https://www.orthodb.org/v10?query=446at5125	SNF2-related, N-terminal domain
459at5125	Complete	tr|A0A0B4HJE2|A0A0B4HJE2_METBS	3060.0	1417	https://www.orthodb.org/v10?query=459at5125	acyl CoA ligase-like protein
463at5125	Complete	tr|A0A0B4FXD3|A0A0B4FXD3_METBS	3302.0	1549	https://www.orthodb.org/v10?query=463at5125	Clathrin heavy chain
481at5125	Complete	tr|A0A0B4G3N0|A0A0B4G3N0_METBS	2904.7	1596	https://www.orthodb.org/v10?query=481at5125	Helicase SEN1
485at5125	Complete	tr|A0A0B4FZJ5|A0A0B4FZJ5_METBS	2520.3	1821	https://www.orthodb.org/v10?query=485at5125	Ubiquitin C-terminal hydrolase
497at5125	Complete	tr|A0A0B4G9J2|A0A0B4G9J2_METBS	3044.1	1512	https://www.orthodb.org/v10?query=497at5125	Sec7, C-terminal
499at5125	Complete	tr|A0A0B4FYD1|A0A0B4FYD1_METBS	2602.9	1524	https://www.orthodb.org/v10?query=499at5125	Proteasome component ECM29
521at5125	Complete	tr|A0A0B4FL25|A0A0B4FL25_METBS	2674.7	1489	https://www.orthodb.org/v10?query=521at5125	Putative response regulator receiver RIM15p
522at5125	Complete	tr|A0A0B4GSW6|A0A0B4GSW6_METBS	2745.7	1452	https://www.orthodb.org/v10?query=522at5125	class VII chitin synthase
527at5125	Missing
539at5125	Complete	tr|A0A0B4GJI3|A0A0B4GJI3_METBS	2814.7	1556	https://www.orthodb.org/v10?query=539at5125	U3 small nucleolar RNA-associated protein
542at5125	Complete	tr|A0A0B4FZV3|A0A0B4FZV3_METBS	2478.0	1670	https://www.orthodb.org/v10?query=542at5125	Separin
569at5125	Complete	tr|A0A0B4FMA0|A0A0B4FMA0_METBS	3059.0	1528	https://www.orthodb.org/v10?query=569at5125	DNA-directed RNA polymerase subunit
581at5125	Complete	tr|A0A0B4HI21|A0A0B4HI21_METBS	2526.9	1443	https://www.orthodb.org/v10?query=581at5125	Sister chromatid cohesion protein
616at5125	Complete	tr|A0A0B4GZJ1|A0A0B4GZJ1_METBS	2787.6	1585	https://www.orthodb.org/v10?query=616at5125	Nucleoporin
637at5125	Complete	tr|A0A0B4GHG0|A0A0B4GHG0_METBS	2071.3	1273	https://www.orthodb.org/v10?query=637at5125	Winged helix-like DNA-binding domain superfamily
655at5125	Complete	tr|A0A0B4FRJ4|A0A0B4FRJ4_METBS	2609.9	1481	https://www.orthodb.org/v10?query=655at5125	cellular morphogenesis regulator DopA
658at5125	Complete	tr|A0A0B4GAF1|A0A0B4GAF1_METBS	2327.3	1327	https://www.orthodb.org/v10?query=658at5125	tuberin
664at5125	Complete	tr|A0A0B4GFA8|A0A0B4GFA8_METBS	2511.5	1232	https://www.orthodb.org/v10?query=664at5125	DNA-directed RNA polymerase subunit
664at5125	Complete	tr|A0A0B4G531|A0A0B4G531_METBS	2287.7	1226	https://www.orthodb.org/v10?query=664at5125	DNA-directed RNA polymerase subunit
672at5125	Complete	tr|A0A0B4GAF4|A0A0B4GAF4_METBS	2611.2	1334	https://www.orthodb.org/v10?query=672at5125	Glycogen debranching enzyme
677at5125	Complete	tr|A0A0B4FTX9|A0A0B4FTX9_METBS	2863.6	1397	https://www.orthodb.org/v10?query=677at5125	Myosin head, motor domain protein
