# BUSCO version is: 4.0.2 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2019-11-20, number of species: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length
26at5125	Complete	tr|A0A162M002|A0A162M002_METRR	7964.0	3805	https://www.orthodb.org/v10?query=26at5125	Dynein heavy chain
30at5125	Complete	tr|A0A166W827|A0A166W827_METRR	6880.7	4082	https://www.orthodb.org/v10?query=30at5125	Midasin
49at5125	Complete	tr|A0A162LYM2|A0A162LYM2_METRR	6445.8	3239	https://www.orthodb.org/v10?query=49at5125	histone acetylase complex subunit
52at5125	Complete	tr|A0A167KB04|A0A167KB04_METRR	5189.4	3162	https://www.orthodb.org/v10?query=52at5125	E3 ubiquitin ligase, domain of unknown function DUF908
78at5125	Complete	tr|A0A162LVS5|A0A162LVS5_METRR	5257.9	2707	https://www.orthodb.org/v10?query=78at5125	Vacuolar protein sorting-associated protein
87at5125	Complete	tr|A0A162HUX6|A0A162HUX6_METRR	4330.4	2553	https://www.orthodb.org/v10?query=87at5125	fermentation associated protein
102at5125	Complete	tr|A0A166ZXJ9|A0A166ZXJ9_METRR	4143.4	2271	https://www.orthodb.org/v10?query=102at5125	FMP27, SW domain
133at5125	Complete	tr|A0A166ZYZ2|A0A166ZYZ2_METRR	4433.6	2023	https://www.orthodb.org/v10?query=133at5125	Pre-mRNA processing splicing factor 8
141at5125	Complete	tr|A0A162JE56|A0A162JE56_METRR	4301.3	2087	https://www.orthodb.org/v10?query=141at5125	FKBP12-rapamycin binding domain
142at5125	Complete	tr|A0A166XQP7|A0A166XQP7_METRR	3816.8	2047	https://www.orthodb.org/v10?query=142at5125	WD40-repeat-containing domain
154at5125	Complete	tr|A0A167A485|A0A167A485_METRR	4090.0	2467	https://www.orthodb.org/v10?query=154at5125	Serine/threonine-protein kinase Tel1
155at5125	Complete	tr|A0A166WSH6|A0A166WSH6_METRR	3999.9	2219	https://www.orthodb.org/v10?query=155at5125	Ribosomal protein L19
168at5125	Complete	tr|A0A167ET96|A0A167ET96_METRR	3205.2	1927	https://www.orthodb.org/v10?query=168at5125	Ras GTPase activator
171at5125	Complete	tr|A0A167H7B9|A0A167H7B9_METRR	4098.7	2046	https://www.orthodb.org/v10?query=171at5125	transcriptional activator leucine zipper
178at5125	Complete	tr|A0A162JX29|A0A162JX29_METRR	3980.1	1965	https://www.orthodb.org/v10?query=178at5125	Acetyl-CoA carboxylase
194at5125	Complete	tr|A0A167I6B7|A0A167I6B7_METRR	3942.9	2253	https://www.orthodb.org/v10?query=194at5125	Armadillo-type fold protein
200at5125	Complete	tr|A0A167CNN5|A0A167CNN5_METRR	4125.0	1888	https://www.orthodb.org/v10?query=200at5125	Glutamate synthase
203at5125	Complete	tr|A0A166W268|A0A166W268_METRR	3905.9	1890	https://www.orthodb.org/v10?query=203at5125	fatty acid synthase beta subunit dehydratase
215at5125	Complete	tr|A0A167FKA5|A0A167FKA5_METRR	3918.4	1904	https://www.orthodb.org/v10?query=215at5125	DNA polymerase epsilon catalytic subunit
246at5125	Complete	tr|A0A167GB58|A0A167GB58_METRR	3361.2	1830	https://www.orthodb.org/v10?query=246at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
250at5125	Complete	tr|A0A162JT93|A0A162JT93_METRR	3603.5	1989	https://www.orthodb.org/v10?query=250at5125	myosin type II heavy chain
259at5125	Complete	tr|A0A162KDB9|A0A162KDB9_METRR	3991.1	1953	https://www.orthodb.org/v10?query=259at5125	pre-mRNA splicing helicase
270at5125	Complete	tr|A0A167IU70|A0A167IU70_METRR	3218.4	1703	https://www.orthodb.org/v10?query=270at5125	E3 ubiquitin-protein ligase ubr1
281at5125	Complete	tr|A0A167HGD9|A0A167HGD9_METRR	3131.2	1869	https://www.orthodb.org/v10?query=281at5125	phosphatidylinositol-4-phosphate 5-kinase fab1
309at5125	Complete	tr|A0A167GSG2|A0A167GSG2_METRR	3161.2	1718	https://www.orthodb.org/v10?query=309at5125	Phosphatidylinositol 3-/4-kinase, catalytic domain
314at5125	Complete	tr|A0A167HDJ5|A0A167HDJ5_METRR	3442.6	1652	https://www.orthodb.org/v10?query=314at5125	Activating signal cointegrator 1 complex subunit 3
322at5125	Complete	tr|A0A167HDU9|A0A167HDU9_METRR	3643.9	1672	https://www.orthodb.org/v10?query=322at5125	Carbamoyl-phosphate synthase small subunit, N-terminal domain
323at5125	Complete	tr|A0A167FNW4|A0A167FNW4_METRR	2687.0	1366	https://www.orthodb.org/v10?query=323at5125	Adenylate cyclase
341at5125	Complete	tr|A0A162JXT8|A0A162JXT8_METRR	3336.4	1853	https://www.orthodb.org/v10?query=341at5125	CCR4-Not complex component, Not1
343at5125	Complete	tr|A0A167KDH5|A0A167KDH5_METRR	3364.3	1720	https://www.orthodb.org/v10?query=343at5125	proteasome activator subunit 4
